scenario_name,architecture,evaluation_seed,inflation_component,output_component,rate_change_component,total_loss
macro_core_moderate_gap,fixed,907,4.848357837726421e-05,0.0017717207908655608,3.2132222873431965e-07,0.0018205256914715594
macro_core_moderate_gap,fixed,908,0.00023576525721321528,0.007310110571682102,5.641822057744201e-07,0.007546440011101091
macro_core_moderate_gap,fixed,909,0.00035976858188378215,0.012126582744454694,3.9637210018269446e-07,0.012486747698438659
macro_core_moderate_gap,rawobs,900,2.0814798510079938e-05,0.0009032587367085219,1.0517059856450459e-07,0.0009241787058171663
macro_core_moderate_gap,rawobs,901,6.803479030416473e-05,0.0021876099916007612,1.8420276228342396e-07,0.0022558289846672094
macro_core_moderate_gap,rawobs,902,0.00014117174290643298,0.004540401024781974,2.3267994506953519e-07,0.004681805447633476
macro_core_moderate_gap,rawobs,903,2.4682215087782503e-05,0.0010105474574299517,1.8297671323858737e-07,0.0010354126492309727
macro_core_moderate_gap,rawobs,904,2.0370012544851496e-05,0.00101418226078865,1.1233989123172775e-07,0.0010346646132247332
macro_core_moderate_gap,rawobs,905,6.605571436347327e-05,0.002280202804795934,2.280729341876834e-07,0.002346486592093595
macro_core_moderate_gap,rawobs,906,7.514490151517508e-05,0.002562636529884027,2.3092267970502852e-07,0.002638012354078907
macro_core_moderate_gap,rawobs,907,2.381728535515426e-05,0.000893979997686352,1.4541582273320694e-07,0.0009179426988642395
macro_core_moderate_gap,rawobs,908,5.7086771138162774e-05,0.0018165904492619361,1.859055668345037e-07,0.0018738631259669332
macro_core_moderate_gap,rawobs,909,7.234561054659309e-05,0.0023160069478672753,1.4450428031870027e-07,0.002388497062694187
macro_core_strong_gap,belief,900,2.4175873563044077e-05,0.0007911587860843428,6.850054252440553e-08,0.0008154031601899113
macro_core_strong_gap,belief,901,0.000285302793704806,0.006084767965560129,4.6096609743988386e-07,0.006370531725362375
macro_core_strong_gap,belief,902,0.00020966949531557504,0.005207903104286697,4.403138214444296e-07,0.005418012913423717
macro_core_strong_gap,belief,903,2.483113411381135e-05,0.0010171514714966412,1.69651847093939e-07,0.0010421522574575464
macro_core_strong_gap,belief,904,2.0252184097708735e-05,0.0009870661552054253,1.0221345420835773e-07,0.0010074205527573425
macro_core_strong_gap,belief,905,0.0001279959039913777,0.0028563829641100272,4.84648983522134e-07,0.002984863517084927
macro_core_strong_gap,belief,906,8.504552862134072e-05,0.0025287196866365077,2.839336467836909e-07,0.0026140491489046323
macro_core_strong_gap,belief,907,3.71738737344715e-05,0.0012941600073328597,1.6237096891492603e-07,0.001331496252036246
macro_core_strong_gap,belief,908,0.0001210093076621702,0.002509259137909447,4.0626237395419693e-07,0.0026306747079455715
macro_core_strong_gap,belief,909,6.832331025926276e-05,0.0017594203599907339,1.9800096254361796e-07,0.0018279416712125404
macro_core_strong_gap,fixed,900,9.03959188726035e-05,0.002855239521641407,2.392445847503968e-07,0.002945874685098761
macro_core_strong_gap,fixed,901,0.0007042248398205987,0.015099496632608159,9.248298952904933e-07,0.01580464630232405
macro_core_strong_gap,fixed,902,0.0004713797488223171,0.012523965968123073,4.011611681398796e-07,0.01299574687811353
macro_core_strong_gap,fixed,903,4.0803378906793544e-05,0.001615091695662794,3.9595135166371307e-07,0.0016562910259212513
macro_core_strong_gap,fixed,904,6.24046274884027e-05,0.002875745489478203,2.4277913220956694e-07,0.002938392896098815
macro_core_strong_gap,fixed,905,0.0004452999887555245,0.009663883688704378,1.2212915839332003e-06,0.010110404969043836
macro_core_strong_gap,fixed,906,0.0004002593398051519,0.009997341943539106,8.035741906692767e-07,0.010398404857534927
macro_core_strong_gap,fixed,907,0.00013601446689338938,0.004925502192125044,5.264430370601245e-07,0.005062043102055494
macro_core_strong_gap,fixed,908,0.00034976149586906486,0.007229871839767662,1.066611579336383e-06,0.007580699947216064
macro_core_strong_gap,fixed,909,0.00053247329426104,0.014834867192810084,3.963119402286372e-07,0.015367736799011352
macro_core_strong_gap,rawobs,900,2.9055357196147537e-05,0.0009635664899494026,1.0542187595021677e-07,0.0009927272690215003
macro_core_strong_gap,rawobs,901,0.00017508568889879964,0.0037630747835535098,4.396319306417493e-07,0.0039386001043829515
macro_core_strong_gap,rawobs,902,0.00016465585911272385,0.004228438263050189,3.851746842917937e-07,0.004393479296847205
macro_core_strong_gap,rawobs,903,2.4627162185488567e-05,0.0010034317316782377,1.9683433581747242e-07,0.0010282557281995437
macro_core_strong_gap,rawobs,904,1.7616319325581885e-05,0.0008755013946292006,1.232876999056903e-07,0.0008932410016546881
macro_core_strong_gap,rawobs,905,0.0001459530334654408,0.0032368371186059664,5.882340167823812e-07,0.0033833783860881895
macro_core_strong_gap,rawobs,906,8.933768893162676e-05,0.0026136696490993544,3.100790447101847e-07,0.0027033174170756915
macro_core_strong_gap,rawobs,907,4.104577174701346e-05,0.0014219630870838825,1.8945773633708642e-07,0.0014631983165672331
macro_core_strong_gap,rawobs,908,0.00012483402366212946,0.002546266664088194,4.792568250433482e-07,0.0026715799445753666
macro_core_strong_gap,rawobs,909,9.300007146567536e-05,0.0024251497195247325,1.94327660729486e-07,0.002518344118651137
thin_information_moderate_gap,belief,900,4.334603708723313e-05,0.0017637747300685343,6.762056622192767e-08,0.0018071883877219894
thin_information_moderate_gap,belief,901,0.0003471269217094358,0.010420720708797758,1.7643898661968847e-07,0.010768024069493813
thin_information_moderate_gap,belief,902,0.0002551129270178906,0.007746917389440857,3.708562203687776e-07,0.008002401172679117
thin_information_moderate_gap,belief,903,2.82042182431246e-05,0.0011777261887292636,1.0738684318667895e-07,0.0012060377938155748
thin_information_moderate_gap,belief,904,2.125109589673889e-05,0.00108498163632878,1.1609202087696745e-07,0.0011063488242463958
thin_information_moderate_gap,belief,905,6.378920911555572e-05,0.001992604535447284,9.522308626790876e-08,0.002056488967649108
thin_information_moderate_gap,belief,906,0.000171734712584066,0.005494576392669268,2.1618003457037786e-07,0.005666527285287905
thin_information_moderate_gap,belief,907,1.7077546971770613e-05,0.000687006440710008,1.1219943155702688e-07,0.0007041961871133356
thin_information_moderate_gap,belief,908,0.00013218962179838918,0.003976647681193065,1.4197488229940383e-07,0.004108979277873754
thin_information_moderate_gap,belief,909,4.111181306892701e-05,0.0013698308848885358,9.160261589221319e-08,0.0014110343005733549
thin_information_moderate_gap,fixed,900,7.257152850982113e-05,0.0029544893261579013,2.4722466358319715e-07,0.0030273080793313057
thin_information_moderate_gap,fixed,901,0.00045723583431007844,0.013744679286187104,2.028893960400469e-07,0.014202118009893223
thin_information_moderate_gap,fixed,902,0.000437043536466089,0.014091568310941613,3.619013277511624e-07,0.014528973748735453
thin_information_moderate_gap,fixed,903,3.537126822637365e-05,0.001386890115856264,3.7934223949057324e-07,0.0014226407263221283
thin_information_moderate_gap,fixed,904,4.200792029230274e-05,0.002008297243566426,2.669689459411091e-07,0.0020505721328046697
thin_information_moderate_gap,fixed,905,0.0005460047439908463,0.016423108060557537,4.14023911134346e-07,0.01696952682845952
thin_information_moderate_gap,fixed,906,0.00037238061493719823,0.01138914046416304,7.480663302667521e-07,0.011762269145430505
thin_information_moderate_gap,fixed,907,4.645879129405267e-05,0.001677558197021208,3.613018918344793e-07,0.001724378290207095
thin_information_moderate_gap,fixed,908,0.00021322343589548907,0.006728265898459664,5.62839868835339e-07,0.006942052174223988
thin_information_moderate_gap,fixed,909,0.00035545061112599973,0.012035362796501243,4.149830224534131e-07,0.012391228390649696
thin_information_moderate_gap,rawobs,900,5.436008604357514e-05,0.002241017415139848,1.9485901479314525e-07,0.0022955723601982164
thin_information_moderate_gap,rawobs,901,0.00015173275651455523,0.004636180224387249,2.865181081988557e-07,0.004788199499010003
thin_information_moderate_gap,rawobs,902,0.00033276770553018287,0.01049786294591211,3.890634790786521e-07,0.01083101971492137
thin_information_moderate_gap,rawobs,903,2.998847345622365e-05,0.001184563905177646,3.0552387729288613e-07,0.0012148579025111623
thin_information_moderate_gap,rawobs,904,1.917957356186451e-05,0.00096202496204515,2.1494843876872258e-07,0.0009814194840457834
thin_information_moderate_gap,rawobs,905,0.00012839577922247098,0.0039829348327925715,3.556163587289494e-07,0.004111686228373772
thin_information_moderate_gap,rawobs,906,0.00014924641151267586,0.004706917899570407,4.4802253278803857e-07,0.004856612333615871
thin_information_moderate_gap,rawobs,907,4.26381665357311e-05,0.0015511119228352732,2.831268534715333e-07,0.001594033216224476
thin_information_moderate_gap,rawobs,908,0.00020819400602534432,0.006328882111001517,3.452267991483148e-07,0.00653742134382601
thin_information_moderate_gap,rawobs,909,0.00013590881573999507,0.0044800861769998,2.9211743319828687e-07,0.004616287110172993
thin_information_strong_gap,belief,900,1.629708422667101e-05,0.0005256387595210273,8.125689497892258e-08,0.0005420171006426771
thin_information_strong_gap,belief,901,0.0004876628194566201,0.010578972033252344,4.177952874581485e-07,0.011067052647996423
thin_information_strong_gap,belief,902,0.00020040736526117243,0.004639167220508221,8.508950319607216e-07,0.004840425480801354
thin_information_strong_gap,belief,903,2.530376164182941e-05,0.0010583807810900284,1.4820967972034933e-07,0.0010838327524115782
thin_information_strong_gap,belief,904,1.9578881526109597e-05,0.0009689321684892049,1.2571600191566537e-07,0.00098863676601723
thin_information_strong_gap,belief,905,0.00024767918412927763,0.005454565002688801,6.29286255585628e-07,0.005702873473073664
thin_information_strong_gap,belief,906,0.00025313230255335465,0.006147162739068172,4.653344182018989e-07,0.006400760376039729
thin_information_strong_gap,belief,907,3.2506637739974155e-05,0.0011194967878127584,1.8233229633760466e-07,0.0011521857578490702
thin_information_strong_gap,belief,908,9.949291161066643e-05,0.0020592978786949873,3.818846800317809e-07,0.0021591726749856854
thin_information_strong_gap,belief,909,7.954294930714439e-05,0.0022553464115521015,1.551175950591888e-07,0.002335044478454305
thin_information_strong_gap,fixed,900,0.0001389987335716645,0.004309655042829791,4.3925754635490974e-07,0.00444909303394781
thin_information_strong_gap,fixed,901,0.0007025048307949258,0.01511969023193101,7.670549389810999e-07,0.01582296211766492
thin_information_strong_gap,fixed,902,0.0004877822221858976,0.012544982440232794,4.835123103131401e-07,0.013033248174729005
thin_information_strong_gap,fixed,903,3.537126819444825e-05,0.0013868901159164763,3.7934223935780914e-07,0.0014226407263502822
thin_information_strong_gap,fixed,904,4.200792024933842e-05,0.002008297243698742,2.6696894586290724e-07,0.0020505721328939433
thin_information_strong_gap,fixed,905,0.000805333090585202,0.017463436646596272,7.134708929159149e-07,0.018269483208074387
thin_information_strong_gap,fixed,906,0.0005439652774481082,0.013648583686958536,8.45437587753585e-07,0.014193394401994398
thin_information_strong_gap,fixed,907,0.00011920957221219115,0.004389914772602808,5.732921967945162e-07,0.004509697637011794
thin_information_strong_gap,fixed,908,0.0004898067462086095,0.010813074766446249,1.29529269523191e-06,0.011304176805350091
thin_information_strong_gap,fixed,909,0.0005830108359836006,0.015929878189457607,4.330405916992855e-07,0.016513322066032905
thin_information_strong_gap,rawobs,900,0.00015407430620632487,0.004774980794170104,4.0045061551881263e-07,0.0049294555509919475
thin_information_strong_gap,rawobs,901,0.0006374686512086961,0.013707527813586324,9.025156203033295e-07,0.014345898980415325
thin_information_strong_gap,rawobs,902,0.0004667608656257816,0.011823728865444838,5.218352307604948e-07,0.01229101156630138
thin_information_strong_gap,rawobs,903,3.588781352889381e-05,0.0014011336132525635,3.8920999074899555e-07,0.0014374106367722062
thin_information_strong_gap,rawobs,904,2.388550281367074e-05,0.0011877101314818866,2.7185327816192943e-07,0.0012118674875737192
thin_information_strong_gap,rawobs,905,0.0003946137336710766,0.00868074519136702,1.0960768932795206e-06,0.009076455001931376
thin_information_strong_gap,rawobs,906,0.0004016434006849115,0.009838541048828024,8.040266994059868e-07,0.010240988476212342
thin_information_strong_gap,rawobs,907,9.177205329723578e-05,0.003223256567433249,5.214487779335151e-07,0.0033155500695084186
thin_information_strong_gap,rawobs,908,0.0003796674061518811,0.007910884752060955,1.1583362675921475e-06,0.00829171049448043
thin_information_strong_gap,rawobs,909,0.00041842659192961856,0.01094620758466336,5.268345244770245e-07,0.011365161011117455
